value,filter,filter
3594.8,3593.239046,3.068965162
3594.2,3593.292649,2.276995215
3590.8,3593.340245,-1.062267618
3591.4,3593.382034,-0.237512765
3591.4,3593.417965,-0.066328779
3594,3593.448053,2.532334135
3591.4,3593.472521,-0.072709524
3592.6,3593.491631,1.204000368
3592.6,3593.505604,1.198939154
3592.6,3593.5147,1.190160192
3592.6,3593.519215,1.177889174
3594,3593.519483,2.101445156
3593.6,3593.515941,2.340519107
3593.6,3593.509091,1.78584301
3594.2,3593.499423,2.225163601
3592.6,3593.487387,0.532262522
3592.6,3593.473314,0.539757337
3594,3593.45743,1.85882069
3594,3593.440029,1.695024067
3594.2,3593.421513,1.726851049
3595,3593.402329,2.306198715
3595,3593.382971,2.048904045
3595,3593.363954,1.80645486
3595,3593.345758,1.578447214
3595,3593.328804,1.364472567
3594.4,3593.313443,0.600663048
3595.2,3593.299945,1.235579332
3594,3593.28852,-0.093814263
3594.8,3593.279313,0.610577885
3594.8,3593.272425,0.473808492
3595.2,3593.267978,0.723022854
3595,3593.266114,0.371553368
3594.4,3593.266939,-0.319356579
3594.6,3593.270477,-0.177586526
3592.6,3593.276625,-2.119750607
3592.8,3593.285108,-1.753040597
3594.6,3593.295561,0.084125276
3594.6,3593.307764,0.011727895
3593.4,3593.321634,-1.180719222
3593.4,3593.337033,-1.09812671
3593.2,3593.35371,-1.20616095
3593.6,3593.371392,-0.729964065
3593.2,3593.389832,-1.056573568
3594.2,3593.408826,-0.02253926
3594.2,3593.428249,-0.049928854
3594.2,3593.44806,-0.074077573
3594.2,3593.468243,-0.095174554
3593.2,3593.488748,-1.052495616
3594.2,3593.509466,-0.010954515
3594.2,3593.530294,-0.03150945
3594.2,3593.551195,-0.04947047
3593.4,3593.572134,-0.816274549
3593,3593.592996,-1.110777843
3593.4,3593.613581,-0.610715878
3592.6,3593.633663,-1.291625159
3593.4,3593.653019,-0.379294346
3594.4,3593.671493,0.616801278
3594.4,3593.689085,0.552440156
3594.4,3593.705907,0.492302387
3594.6,3593.722095,0.624031895
3594.6,3593.737786,0.548223637
3594.6,3593.753121,0.477633384
3594.4,3593.76822,0.224230677
3594.6,3593.783178,0.374860246
3594.6,3593.798075,0.317160649
3594,3593.812974,-0.29955224
3594,3593.827878,-0.277771385
3593.2,3593.842713,-1.007729896
3594.2,3593.857352,0.046562016
3594.4,3593.871702,0.225023404
3594.4,3593.885763,0.193195075
3594.2,3593.899576,-0.023898914
3594.2,3593.913163,-0.02714973
3594.4,3593.926529,0.158216351
3594.6,3593.939695,0.320713413
3594.6,3593.952715,0.273962608
3594.4,3593.965648,0.042955089
3594.8,3593.978549,0.402403209
3594.2,3593.991458,-0.222695445
3594.2,3594.004389,-0.20889543
3594.6,3594.017318,0.18047453
3594.8,3594.030247,0.334716375
3595,3594.043231,0.468214198
3595,3594.056364,0.394515561
3595,3594.069745,0.326356355
3595,3594.083465,0.263504011
3595.2,3594.097603,0.393547655
3595.4,3594.112246,0.504845134
3595.6,3594.127504,0.598679969
3596,3594.14352,0.864108073
3595.4,3594.160449,0.151813193
3595.4,3594.178407,0.084984313
3595,3594.197433,-0.351235949
3596,3594.217524,0.580412685
3596,3594.238718,0.457616308
3596,3594.261112,0.34479386
3596.2,3594.284813,0.429329234
3596.2,3594.309915,0.31155898
3595.4,3594.336481,-0.547290772
3596,3594.364504,0.012708043
3596,3594.393941,-0.058296315
3596,3594.424767,-0.121790902
3596.2,3594.456967,0.00964776
3596,3594.490519,-0.251420431
3596,3594.52539,-0.293217505
3596.4,3594.561529,0.04655106
3596.8,3594.598917,0.344690873
3595.4,3594.637547,-1.086504106
3597,3594.677367,0.475557827
3597,3594.718341,0.34601214
3596.6,3594.760507,-0.147575304
3596,3594.803874,-0.770751229
3596.6,3594.848362,-0.188751221
3597,3594.893882,0.137150477
3596.6,3594.940394,-0.328666216
3596.6,3594.987863,-0.362305413
3597,3595.036229,-0.014480095
3597,3595.085444,-0.084053978
3596,3595.135454,-1.084656641
3596,3595.186118,-1.020583503
3596,3595.237208,-0.956901704
3596,3595.288478,-0.893806972
3596.8,3595.339721,-0.080209023
3597.6,3595.390838,0.638056178
3597,3595.44185,-0.047874544
3597,3595.492808,-0.08895214
3597,3595.543714,-0.124472451
3597,3595.594543,-0.154803402
3597.4,3595.645272,0.195336376
3597.4,3595.695905,0.127134713
3597,3595.746457,-0.309530957
3597.8,3595.796931,0.434665312
3597.2,3595.847335,-0.226918947
3597.2,3595.897673,-0.24518359
3597,3595.947898,-0.447191845
3597.8,3595.99795,0.317247205
3598,3596.047822,0.425786129
3598.6,3596.097598,0.894090941
3598,3596.147415,0.173495637
3598.8,3596.197412,0.851277885
3598.2,3596.247717,0.12767468
3599,3596.298451,0.802910649
3599,3596.349747,0.640653133
3599.2,3596.401765,0.679943113
3599.2,3596.454667,0.520894302
3598.2,3596.50857,-0.563301361
3598.2,3596.563472,-0.577145074
3598.4,3596.61927,-0.398090402
3598.4,3596.675844,-0.425771455
3598,3596.733072,-0.82328822
3598,3596.790802,-0.792592177
3599,3596.848876,0.179157426
3598.4,3596.907196,-0.467961124
3598.8,3596.965708,-0.096275015
3598.8,3597.02436,-0.14353239
3598.8,3597.083111,-0.184237893
3599,3597.141925,-0.031006779
3599.2,3597.200781,0.104325546
3598.8,3597.25967,-0.340594606
3597.4,3597.318517,-1.669543393
3597.4,3597.377091,-1.514196304
3597.2,3597.435037,-1.553186964
3597.2,3597.491974,-1.387279178
3597.2,3597.547543,-1.229379351
3597,3597.601414,-1.267226515
3597.2,3597.653282,-0.913674732
3598.4,3597.702918,0.346135116
3598.6,3597.750244,0.517703238
3597,3597.795281,-1.023088551
3596.2,3597.837942,-1.620869427
3596.4,3597.877961,-1.194453552
3597.4,3597.915041,-0.055459559
3597.6,3597.949023,0.201100322
3596,3597.979844,-1.261564597
3597,3598.007399,-0.097422686
3596.4,3598.031552,-0.569381906
3597,3598.052205,0.148828667
3597.4,3598.069334,0.596633648
3597.8,3598.083024,0.990378659
3597.6,3598.093448,0.769887088
3598,3598.100827,1.136045225
3597.8,3598.105394,0.889716756
3597.8,3598.107389,0.856105376
3597.4,3598.107024,0.446678589
3597.4,3598.104462,0.459982017
3597.6,3598.099835,0.658065575
3597.8,3598.093286,0.829687072
3597.6,3598.084986,0.600888374
3597.8,3598.075114,0.771766001
3597,3598.063821,-0.021040765
3597.4,3598.05121,0.408082284
3597.4,3598.037353,0.409041132
3598,3598.022356,0.971394186
3596.6,3598.006346,-0.417134766
3596.4,3597.989373,-0.510802089
3596,3597.971355,-0.776464984
3596.4,3597.952153,-0.252596737
3596.6,3597.931655,0.024695001
3597.2,3597.909837,0.645956763
3597,3597.886765,0.438965611
3596.6,3597.862545,0.066408208
3595.6,3597.837217,-0.825092267
3597.2,3597.810751,0.83755129
3597.2,3597.783175,0.796154295
3595.6,3597.754591,-0.747907674
3597.2,3597.725059,0.901931148
3597.2,3597.694644,0.848550019
3595.2,3597.663451,-1.082333757
3595,3597.631454,-1.0860722
3596.4,3597.59849,0.422187801
3596.4,3597.564477,0.435480522
3596.4,3597.529475,0.444901561
3596.6,3597.493598,0.63855398
3596.6,3597.456982,0.617478978
3595,3597.419727,-0.907681041
3594.6,3597.381793,-1.11847669
3595,3597.342992,-0.543979837
3595,3597.303129,-0.407917652
3595,3597.262073,-0.283769884
3593.6,3597.219695,-1.485698164
3593.6,3597.17578,-1.218502991
3593.6,3597.130038,-0.972093472
3593.6,3597.082196,-0.745587559
3592.4,3597.032003,-1.66502482
3592,3596.979153,-1.709775242
3592,3596.923265,-1.358056522
3593.4,3596.864012,0.280145299
3593.4,3596.801251,0.411401883
3592.6,3596.735,-0.223905696
3592.4,3596.665277,-0.215820729
3592.4,3596.592053,-0.015977679
3592.4,3596.515306,0.163701436
3592.2,3596.435045,0.136429405
3592.2,3596.351309,0.3024526
3592.2,3596.264157,0.449840193
3593.2,3596.173711,1.518703559
3593,3596.080204,1.326048344
3593.2,3595.983962,1.52451298
3592.2,3595.885316,0.563552007
3592.8,3595.784539,1.216444738
3594.8,3595.68194,3.099713874
3593.2,3595.57798,1.358108843
3594.8,3595.473201,2.817977804
3594.8,3595.368167,2.582246163
3593,3595.263443,0.664477124
3593.2,3595.159447,0.845729794
3593.4,3595.056428,0.998391085
3593.8,3594.954622,1.312308473
3592.6,3594.85427,0.075472979
3594.4,3594.75559,1.799875863
3594,3594.658835,1.239484832
3593.4,3594.564308,0.546136605
3592.6,3594.472222,-0.259529435
3592.6,3594.382636,-0.219211783
3592.4,3594.295511,-0.372161905
3592.2,3594.210768,-0.506531437
3592.2,3594.128304,-0.435597124
3592.2,3594.048009,-0.371841562
3592,3593.969777,-0.502614128
3592.2,3593.893505,-0.240412486
3591,3593.819071,-1.323873383
3592.2,3593.746314,-0.017295274
3591.4,3593.675077,-0.744499447
3591,3593.605218,-1.005977861
3592,3593.536576,0.084499884
3592,3593.469045,0.105454979
3590.4,3593.402569,-1.38042722
3590.4,3593.336996,-1.178912218
3590.2,3593.272052,-1.180854979
3590,3593.20744,-1.174117882
3590,3593.142874,-0.971683177
3588.6,3593.078051,-2.100462565
3588.6,3593.012595,-1.765040571
3588,3592.946053,-2.018570792
3588,3592.877955,-1.66226172
3588,3592.807863,-1.333809114
3586.8,3592.735368,-2.158920619
3586.8,3592.66004,-1.741003181
3586.6,3592.581426,-1.544241495
3586.8,3592.499122,-0.980137448
3586.8,3592.412819,-0.659422833
3586.4,3592.322294,-0.74335846
3586.6,3592.227377,-0.244274386
3586,3592.12794,-0.54934544
3586.2,3592.023883,-0.058692688
3586,3591.915143,0.003223855
3585.2,3591.801681,-0.501230383
3586.6,3591.683485,1.128094441
3585.2,3591.56061,-0.068436006
3586.8,3591.433193,1.698417076
3585.2,3591.301428,0.242990024
3585.8,3591.165526,1.0275236
3587.6,3591.025745,1.152037351
3585.8,3590.882486,2.947126162
3585.8,3590.736179,1.130591882
3586,3590.587158,1.400907907
3587.6,3590.435788,2.945847101
3587.6,3590.282596,2.785623074
3587.6,3590.128245,2.624694556
3588,3589.973421,2.839344681
3587.6,3589.818793,2.256075387
3587.4,3589.664977,1.911951693
3585.8,3589.512463,0.278249562
3585.8,3589.361535,0.336418176
3586.8,3589.212356,1.322677734
3585.8,3589.065099,0.302628234
3587,3588.919974,1.464792422
3585.8,3588.777195,0.22278536
3585.8,3588.636939,0.250304648
3587,3588.499341,1.397151164
3587,3588.364603,1.268603436
3586.2,3588.232993,0.391573936
3586.8,3588.10474,0.926778838
3585.8,3587.980005,-0.113976135
3585.8,3587.858874,-0.095293721
3586,3587.74136,0.106311706
3585.6,3587.627454,-0.283534768
3585.4,3587.517123,-0.4407921
3585.6,3587.410299,-0.203861095
3585.6,3587.306907,-0.184435883
3585.4,3587.206888,-0.356926393
3585.6,3587.110181,-0.133868135
3585.6,3587.016733,-0.127030922
3585.6,3586.926504,-0.123079544
3586.6,3586.839492,0.817418328
3585.6,3586.755753,-0.240483952
3586.2,3586.675346,0.327750352
3586.2,3586.598314,0.259835429
3585.8,3586.524698,-0.180841394
3586.6,3586.454533,0.555552725
3586.8,3586.387883,0.634125175
3587,3586.324874,0.695302524
3586.8,3586.265659,0.364893685
3586,3586.210341,-0.496342738
3586,3586.158914,-0.504578649
3586,3586.11128,-0.511654789
3585.6,3586.067301,-0.893173815
3586,3586.026817,-0.475006944
3586,3585.989668,-0.4814557
3587,3585.955753,0.452517611
3587,3585.925063,0.330732994
3586,3585.897635,-0.721305002
3586.6,3585.873441,-0.144237477
3586,3585.852388,-0.764110341
3586,3585.834344,-0.744486595
3587.8,3585.819195,0.966045081
3586.6,3585.806927,-0.352580467
3586.4,3585.797555,-0.576520131
3587.8,3585.791046,0.73016103
3587.8,3585.78742,0.559698196
3587.8,3585.786791,0.402394927
3587,3585.789256,-0.493521364
3588,3585.794836,0.407480901
3588,3585.803544,0.257041578
3588.2,3585.815436,0.307291859
3588.2,3585.830581,0.158453628
3588.2,3585.849031,0.022908965
3588.6,3585.87082,0.275709019
3588.6,3585.895986,0.117803787
3587.8,3585.924541,-0.776810553
3587.8,3585.956406,-0.811862394
3588,3585.991418,-0.651881672
3587.8,3586.029388,-0.884374413
3588,3586.070125,-0.709809364
3589.8,3586.11349,0.949537786
3590,3586.159506,0.900871056
3590,3586.208343,0.66079229
3589.4,3586.260173,-0.122128864
3590,3586.315082,0.312332185
3588.6,3586.373073,-1.187944775
3589.6,3586.434051,-0.251217009
3588.8,3586.497858,-1.116278862
3588.6,3586.564289,-1.30992875
3588.4,3586.633063,-1.473200352
3588.4,3586.703845,-1.420327331
3588.2,3586.776273,-1.552529465
3588,3586.849976,-1.658802291
3587.4,3586.924543,-2.116681995
3588,3586.999533,-1.378257269
3587.2,3587.074505,-2.031529574
3586.6,3587.149001,-2.404338701
3586.2,3587.222488,-2.526526002
3586.2,3587.294372,-2.238391851
3586,3587.36407,-2.153435352
3585.2,3587.431013,-2.623414814
3585,3587.494609,-2.451834505
3585,3587.554255,-2.090785067
3585,3587.609392,-1.752611691
3585,3587.659542,-1.436673599
3583.8,3587.704272,-2.26922696
3583,3587.743101,-2.605471087
3583.8,3587.775489,-1.374050391
3583.8,3587.800963,-1.02260958
3584,3587.819203,-0.510453482
3584.2,3587.830023,-0.048003295
3583,3587.833308,-0.947482833
3583.2,3587.828939,-0.411792329
3583,3587.816777,-0.304616362
3582.2,3587.796702,-0.763874437
3582.2,3587.768591,-0.404406384
3582.8,3587.732339,0.486741365
3582.8,3587.687953,0.713242196
3584.2,3587.635601,2.229958323
3582.2,3587.575584,0.365269884
3582,3587.508179,0.41535335
3582.4,3587.433559,1.02668841
3582,3587.351895,0.813555069
3582.8,3587.263426,1.752878841
3584.2,3587.168521,3.137822968
3582.8,3587.067713,1.711999015
3583,3586.961568,1.949394968
3584,3586.850615,2.900111546
3583.2,3586.735421,2.030643017
3583.2,3586.616569,2.003480338
3583.2,3586.494586,1.967599296
3584.2,3586.369992,2.862924494
3583.8,3586.243373,2.318447941
3584,3586.115344,2.385839169
3585,3585.986533,3.179602248
3585,3585.85762,2.9170444
3585,3585.729329,2.663253339
3585,3585.602353,2.418426104
3584.8,3585.477319,1.994909756
3585,3585.354781,1.979891509
3584,3585.23521,0.822226311
3583.6,3585.11894,0.355496376
3584.6,3585.006181,1.252696492
3584,3584.897125,0.52861779
3584.6,3584.791979,1.009365795
3584,3584.690936,0.295075943
3585.4,3584.59418,1.537131404
3585.8,3584.501966,1.67777017
3585.8,3584.414647,1.409113809
3585.4,3584.33258,0.781136335
3585.2,3584.256036,0.404135053
3585.6,3584.185187,0.626763645
3584.6,3584.120138,-0.501753617
3585.2,3584.060914,0.003796463
3584.4,3584.007461,-0.870548602
3584.8,3583.959666,-0.513587033
3585,3583.917388,-0.387960075
3585.6,3583.88052,0.096282471
3585.6,3583.849018,-0.04586492
3586.2,3583.822885,0.387537498
3585.6,3583.802145,-0.365107165
3586.4,3583.786809,0.283501439
3586.6,3583.776888,0.284879435
3586.8,3583.772433,0.278847705
3586.8,3583.773509,0.078442089
3588.4,3583.7802,1.398429737
3587.4,3583.792656,0.105090789
3587.4,3583.811016,-0.102772149
3587,3583.835304,-0.666547561
3586.6,3583.865413,-1.164290371
3586.6,3583.901134,-1.224256292
3586.6,3583.942183,-1.273063047
3588,3583.988292,0.003352986
3587.4,3584.039281,-0.753760258
3587.4,3584.095015,-0.856885703
3588,3584.15533,-0.382310867
3588,3584.220073,-0.528552812
3588,3584.289112,-0.657642561
3588,3584.362299,-0.770509812
3588,3584.43946,-0.868066615
3587.8,3584.520385,-1.139024696
3587.8,3584.604826,-1.1850231
3589,3584.692539,-0.092927214
3590,3584.783389,0.680163914
3588.8,3584.877372,-0.712060896
3588.8,3584.974458,-0.810617798
3588.8,3585.074497,-0.894299062
3589.4,3585.177297,-0.400586954
3588.8,3585.282677,-1.09155278
3589.8,3585.390466,-0.192520622
3589,3585.500497,-1.090712584
3589.8,3585.612606,-0.374138653
3590,3585.72664,-0.304661359
3590,3585.84249,-0.43065384
3589.6,3585.960046,-0.915827556
3590,3586.079155,-0.587093952
3590.2,3586.19965,-0.481936596
3590.2,3586.321384,-0.574605193
3589.8,3586.44421,-1.028742724
3589.8,3586.567929,-1.046827432
3589.8,3586.692299,-1.055620647
3590.2,3586.817071,-0.680272739
3590,3586.942022,-0.907827636
3589.8,3587.066937,-1.101749855
3589.8,3587.191575,-1.076520191
3589.8,3587.315672,-1.045773559
3589.8,3587.438965,-1.010142249
3590,3587.561206,-0.782409525
3590,3587.68217,-0.762381258
3590.2,3587.801667,-0.549857963
3590.4,3587.919537,-0.356816817
3590.2,3588.035657,-0.557920098
3588.8,3588.149865,-1.856291202
3589,3588.26188,-1.482963709
3589,3588.371333,-1.328122332
3589,3588.477868,-1.178965165
3590.4,3588.581213,0.279093047
3590.4,3588.681252,0.251292101
3589,3588.777964,-1.086733392
3590,3588.87128,-0.00166355
3590,3588.961106,0.019481856
3590.4,3589.047423,0.416928956
3590.4,3589.130285,0.391960813
3591,3589.209796,0.933650172
3591.4,3589.28613,1.219623873
3590.6,3589.35951,0.338619173
3592,3589.430162,1.627730934
3590.4,3589.498304,-0.062417106
3592.8,3589.564161,2.206045483
3590.6,3589.627978,-0.127689737
3593,3589.690015,2.136644806
3593.8,3589.750607,2.616582454
3593.8,3589.810264,2.270030929
3591.4,3589.869497,-0.305940783
3591.2,3589.928555,-0.509317414
3593.2,3589.987475,1.381285291
3591.2,3590.046307,-0.717943532
3593,3590.105128,1.00463573
3591.2,3590.16398,-0.864451303
3592.8,3590.222875,0.686489029
3591.4,3590.281805,-0.768145263
3591.2,3590.340707,-0.91838783
3591.2,3590.399417,-0.856076574
3591.2,3590.457723,-0.794389342
3591.4,3590.515425,-0.545699379
3592.6,3590.572391,0.617491373
3592.6,3590.628619,0.512533613
3592.6,3590.684211,0.416761379
3592.6,3590.739281,0.329692051
3592.6,3590.793924,0.250856756
3592.6,3590.848212,0.179800242
3592.6,3590.902199,0.11608079
3592.6,3590.955922,0.059270121
3592.6,3591.009403,0.008953334
3591.8,3591.062628,-0.786544487
3591.4,3591.115492,-1.106309386
3591.2,3591.167781,-1.191753796
3592,3591.219248,-0.318377365
3591.2,3591.269686,-1.047365804
3591.2,3591.318901,-0.930080784
3591.2,3591.366673,-0.818386007
3591,3591.41278,-0.900064446
3591,3591.457009,-0.775834363
3590.2,3591.499134,-1.409832978
3591,3591.53891,-0.453729441
3591.2,3591.576133,-0.168204065
3590,3591.610666,-1.227376274
3590,3591.64233,-1.022768356
3590,3591.670887,-0.831807192
3590,3591.696105,-0.654081655
3590.2,3591.717804,-0.301355624
3591.4,3591.735899,0.954469749
3590.4,3591.750431,-0.007754991
3590.2,3591.761475,-0.101758932
3591.6,3591.769091,1.32189865
3591.6,3591.773433,1.255991254
3591.6,3591.774774,1.191363511
3591.6,3591.773417,1.128058476
3590.2,3591.76961,-0.248609098
3590.8,3591.763485,0.419501409
3591.2,3591.755119,0.819908952
3591.6,3591.744655,1.168934038
3591.6,3591.732325,1.094187112
3591,3591.718379,0.458190978
3591.6,3591.703031,1.022135879
3591.6,3591.686482,0.949578704
3591.2,3591.668945,0.503821524
3591,3591.650596,0.295534733
3590.8,3591.631542,0.110305337
3591.2,3591.611854,0.510192114
3591.2,3591.591612,0.483957809
3591,3591.570921,0.269827326
3591.4,3591.549887,0.642766709
3590.8,3591.528612,0.028018854
3591.6,3591.50719,0.800539385
3591.6,3591.485741,0.161197317
3591,3591.464411,0.72301319
3591.8,3591.443327,0.83730379
3591.6,3591.422615,0.555895019
3592,3591.402436,0.866538871
3590.2,3591.382919,-0.932617468
3592.2,3591.364111,1.055514629
3592.2,3591.346078,0.922133223
3592.4,3591.329008,0.984564344
3592.4,3591.313137,0.843359015
3592,3591.298677,0.335584354
3591.6,3591.285765,-0.11619856
3592.2,3591.27446,0.423815411
3591,3591.264779,-0.795010964
3592.4,3591.256702,0.576143255
3591.2,3591.250202,-0.662040994
3592.6,3591.245267,0.69109059
3592.6,3591.241938,0.563076045
3592.6,3591.240324,0.444380822
3592.8,3591.240558,0.522485796
3592.8,3591.242759,0.397818617
3593.8,3591.247067,1.222055745
3593.6,3591.253673,0.81081902
3593,3591.262782,0.064113942
3595,3591.27457,1.84427487
3595,3591.289288,1.519609307
3592.4,3591.307214,-1.222726549
3595,3591.328472,1.248038224
3595,3591.353141,0.97295058
3594.4,3591.381396,0.156279972
3595,3591.413398,0.558283803
3595,3591.449255,0.34159724
3595,3591.489059,0.144249684
3595.2,3591.532879,0.153183004
3595,3591.580746,-0.219521939
3595,3591.632648,-0.362562977
3593.8,3591.688484,-1.616664132
